#ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
SHAEFCA01,Carl,Shaeffer,G,1949,1950,6,3,185,University of Alabama,1924-10-25
SHAFFLE01,Lee,Shaffer,F,1961,1963,6,7,220,University of North Carolina,1939-02-23
SHAKUMU01,Mustafa,Shakur,G,2009,NULL,6,3,190,Arizona,1984-08-18
SHAMMGO01,God,Shammgod,G,1997,1997,6,0,169,Providence College,1976-04-29
SHANNEA01,Earl,Shannon,G,1946,1948,5,11,170,University of Rhode Island,1921-11-23
SHANNHO01,Howie,Shannon,G,1948,1949,6,2,175,Kansas State University,1923-06-10
SHARECH01,Charlie,Share,C,1951,1959,6,11,235,Bowling Green University,1927-03-14
SHARMBI01,Bill,Sharman,G,1950,1960,6,1,175,University of Southern California,1926-05-25
SHARPWA01,Walter,Sharpe,F,2008,2008,6,9,245,University of Alabama at Birmingham,1986-07-18
SHASKJO01,John,Shasky,C,1988,1990,6,11,235,University of Minnesota,1964-07-31
SHAVLRO01,Ron,Shavlik,F,1956,1957,6,8,200,North Carolina State University,1933-12-04
SHAWBR01,Brian,Shaw,G,1988,2002,6,6,190,University of California - Santa Barbara,1966-03-22
SHAWCA01,Casey,Shaw,C,1998,1998,6,11,260,University of Toledo,1975-07-20
SHEABO01,Bob,Shea,F,1946,1946,6,2,194,University of Rhode Island,1924-09-11
SHEFFFR01,Fred,Sheffield,F,1946,1946,6,2,165,University of Utah,1923-11-05
SHELTCR01,Craig,Shelton,F,1980,1981,6,7,210,Georgetown University,1957-05-01
SHELTLO01,Lonnie,Shelton,F,1976,1985,6,8,240,Oregon State University,1955-10-19
SHEPHBI01,Billy,Shepherd,G,1972,1974,5,10,160,Butler University,1949-11-18
SHEPPJE01,Jeff,Sheppard,G,1998,1998,6,3,190,University of Kentucky,1974-09-29
SHEPPST01,Steve,Sheppard,F,1977,1978,6,6,215,University of Maryland,1954-03-21
SHEROED01,Edmund,Sherod,G,1982,1982,6,2,170,Virginia Commonwealth University,1959-09-13
SHIPPCH01,Charley,Shipp,G,1949,1949,6,1,200,Catholic University,1913-12-03
SHIRLPA01,Paul,Shirley,F,2002,2004,6,10,210,Iowa State University,1977-12-23
SHORTGE01,Gene,Short,F,1975,1975,6,6,200,Jackson State University,1953-08-07
SHORTPU01,Purvis,Short,F,1978,1989,6,7,210,Jackson State University,1957-07-02
SHOUSDE01,Dexter,Shouse,F,1989,1989,6,2,200,University of South Alabama,1963-03-24
SHRIDDI01,Dick,Shrider,G,1948,1948,6,2,190,Ohio University,1923-02-07
SHUEGE01,Gene,Shue,G,1954,1963,6,2,170,University of Maryland,1931-12-18
SHUMAJO01,John,Shumate,F,1975,1980,6,9,235,University of Notre Dame,1952-04-06
SIBERSA01,Sam,Sibert,F,1972,1972,6,7,215,Kentucky State University,1949-02-11
SIBLEMA01,Mark,Sibley,G,1973,1973,6,2,175,Northwestern University,1950-11-13
SICHTJE01,Jerry,Sichting,G,1980,1989,6,1,168,Purdue University,1956-11-29
SIDLEDO01,Don,Sidle,F,1968,1971,6,8,215,University of Oklahoma,1946-06-21
SIEGFLA01,Larry,Siegfried,G,1963,1971,6,3,190,Ohio State University,1939-05-22
SIEWERA01,Ralph,Siewert,C,1946,1946,7,1,230,Dakota Wesleyan University,1923-12-31
SIKMAJA01,Jack,Sikma,C,1977,1990,6,11,230,Illinois Wesleyan University,1955-11-14
SILASJA01,James,Silas,G,1972,1981,6,1,180,Stephen F. Austin State University,1949-02-11
SILASPA01,Paul,Silas,F,1964,1979,6,7,220,Creighton University,1943-07-12
SILLIMI01,Mike,Silliman,F,1970,1970,6,6,225,United State Military Academy (Army),1944-05-05
SIMIEWA01,Wayne,Simien,F,2005,2006,6,9,255,University of Kansas,1983-03-09
SIMMOCE01,Cedric,Simmons,C,2006,2008,6,9,235,North Carolina State University,1986-01-03
SIMMOBO01,Bobby,Simmons,G,2001,2009,6,7,210,DePaul University,1980-06-02
SIMMOCO01,Connie,Simmons,C,1946,1955,6,8,222,NULL,1925-03-15
SIMMOGR01,Grant,Simmons,G,1967,1968,6,3,190,University of Nebraska,1943-03-07
SIMMOJO01,Johnny,Simmons,G,1946,1946,6,1,184,New York University,1924-07-07
SIMMOLI01,Lionel,Simmons,F,1990,1996,6,7,210,La Salle University,1968-11-14
SIMONMI01,Miles,Simon,G,1998,1998,6,3,202,University of Arizona,1975-11-21
SIMONWA01,Walt,Simon,F,1967,1973,6,6,200,Benedict College,1939-12-01
SIMPKDI01,Dickey,Simpkins,F,1994,2001,6,9,248,Providence College,1972-04-06
SIMPSRA01,Ralph,Simpson,G,1970,1979,6,5,200,Michigan State University,1949-08-10
SIMSAL01,Alvin,Sims,G,1998,1998,6,4,235,University of Louisville,1974-10-18
SIMSBO01,Bob,Sims,F,1961,1967,6,5,220,Pepperdine University,1938-10-09
SIMSDO01,Doug,Sims,F,1968,1968,6,7,195,Kent State University,1943-06-29
SIMSSC01,Scott,Sims,G,1977,1977,6,1,170,University of Missouri,1955-04-18
SIMSCO01,Courtney,Sims,C,2007,2008,6,10,245,University of Michigan,1983-10-21
SINGLSE01,Sean,Singletary,G,2008,2008,6,0,185,University of Virginia,1985-09-06
SINGLJA01,James,Singleton,F,2005,2009,6,8,216,Murray State University,1981-07-20
SINGLMC01,Mckinley,Singleton,F,1986,1986,6,5,175,University of Alabama at Birmingham,1961-10-29
SINICZE01,Zeke,Sinicola,G,1951,1953,5,10,165,Niagara University,1929-01-25
SITTOCH01,Charlie,Sitton,F,1984,1984,6,8,210,Oregon State University,1962-07-03
SKILESC01,Scott,Skiles,G,1986,1995,6,1,180,Michigan State University,1964-03-05
SKINNAL01,Al,Skinner,G,1974,1979,6,3,190,University of Massachusetts,1952-06-16
SKINNBR01,Brian,Skinner,F,1998,2009,6,9,255,Baylor University,1976-05-19
SKINNTA01,Talvin,Skinner,F,1974,1975,6,5,195,University of Maryland Eastern Shore,1952-09-10
SKOOGWH01,Whitey,Skoog,G,1951,1956,5,11,180,University of Minnesota,1926-11-02
SLADEJE01,Jeff,Slade,F,1962,1962,6,6,220,Kenyon College,1941-03-01
SLATERE01,Reggie,Slater,F,1994,2002,6,7,215,University of Wyoming,1970-08-27
SLAUGJI01,Jim,Slaughter,C,1951,1951,6,11,210,University of South Carolina,1928-05-13
SLAUGJO01,Jose,Slaughter,G,1982,1982,6,5,205,University of Portland,1960-09-09
SLAYTA01,Tamar,Slay,G,2002,2004,6,9,215,Marshall University,1980-04-02
SLOANJE01,Jerry,Sloan,G,1965,1975,6,5,195,University of Evansville,1942-03-28
SLOKAUR01,Uros,Slokar,F,2006,2006,6,10,238,NULL,1983-05-14
SLUBYTO01,Tom,Sluby,G,1984,1984,6,4,200,University of Notre Dame,1962-02-18
SMARTKE01,Keith,Smart,G,1988,1988,6,1,175,Indiana University,1964-09-21
SMAWLBE01,Belus,Smawley,G,1946,1951,6,1,195,Applachian State University,1918-03-20
SMILEJA01,Jack,Smiley,G,1948,1949,6,3,190,University of Illinois,1922-12-22
SMITHAD01,Adrian,Smith,G,1961,1971,6,1,180,University of Kentucky,1936-10-05
SMITHAL01,Al,Smith,G,1971,1975,6,1,185,Bradley University,1947-01-15
SMITHBI01,Bingo,Smith,F,1969,1979,6,5,195,University of Tulsa,1946-02-26
SMITHBI02,Bill,Smith,C,1971,1972,7,0,220,Syracuse University,1949-02-14
SMITHBO01,Bobby,Smith,G,1959,1961,6,4,190,West Virginia University,1937-08-20
SMITHCH01,Charles,Smith,F,1988,2005,6,10,230,University of Pittsburgh,1965-07-16
SMITHCH02,Charles,Smith,F,1989,1995,6,1,160,Georgetown University,1967-11-29
SMITHCH03,Charles,Smith,G,1997,2002,6,4,194,University of New Mexico,1975-08-22
SMITHCH05,Chris,Smith,G,1992,1994,6,3,190,University of Connecticut,1970-05-17
SMITHCL01,Clinton,Smith,F,1986,1990,6,6,210,Cleveland State University,1964-01-19
SMITHDE01,Derek,Smith,G,1982,1990,6,6,205,University of Louisville,1961-11-01
SMITHDE02,Deb,Smith,F,1946,1946,6,3,180,University of Utah,1920-01-07
SMITHDO01,Don,Smith,C,1968,1977,6,9,235,Iowa State University,1946-04-07
SMITHDO02,Don,Smith,G,1974,1974,6,0,160,Univeristy of Dayton,1951-10-10
SMITHDO03,Donald,Smith,F,1948,1948,6,2,190,University of Minnesota,1920-07-27
SMITHDO04,Doug,Smith,F,1991,1995,6,10,220,University of Missouri,1969-09-17
SMITHED01,Ed,Smith,F,1953,1953,6,6,180,Harvard University,1929-07-05
SMITHEL01,Elmore,Smith,C,1971,1978,7,0,250,Kentucky State University,1949-05-09
SMITHGA01,Garfield,Smith,C,1970,1972,6,9,235,Eastern Kentucky University,1945-11-18
SMITHGR01,Greg,Smith,F,1968,1975,6,5,195,Western Kentucky University,1947-01-28
SMITHJA01,Jabari,Smith,C,2000,2004,6,11,240,Louisiana State University,1977-04-12
SMITHJI01,Jim,Smith,F,1981,1982,6,9,225,Ohio State University,1958-02-12
SMITHJO01,Joe,Smith,F,1995,2009,6,10,225,University of Maryland,1975-07-26
SMITHJO02,John,Smith,C,1968,1969,7,0,235,University of Southern Colorado,1944-05-24
SMITHKE01,Kenny,Smith,G,1987,1996,6,3,170,University of North Carolina,1965-03-08
SMITHKE02,Keith,Smith,G,1986,1986,6,3,180,Loyola Marymount University,1964-03-09
SMITHKE03,Ken,Smith,F,1975,1975,6,7,185,University of Tulsa,1953-07-12
SMITHLA01,Larry,Smith,F,1980,1992,6,8,215,Alcorn State University,1958-01-18
SMITHLA02,Labradford,Smith,F,1991,1993,6,3,200,University of Louisville,1969-04-03
SMITHLE01,Leon,Smith,C,2001,2003,6,10,235,NULL,1980-11-02
SMITHMI01,Michael,Smith,F,1994,2000,6,8,230,Providence College,1972-03-28
SMITHMI02,Michael,Smith,G,1989,1994,6,10,225,Brigham Young University,1965-05-19
SMITHMI03,Mike,Smith,F,2000,2000,6,8,195,University of Louisiana at Monroe,1976-04-15
SMITHOT01,Otis,Smith,F,1986,1991,6,5,210,Jacksonville University,1964-01-30
SMITHPE01,Pete,Smith,F,1972,1972,6,6,205,Pepperdine University,1947-01-01
SMITHPH01,Phil,Smith,G,1974,1982,6,4,185,University of San Francisco ,1952-04-22
SMITHRA01,Randy,Smith,G,1971,1982,6,3,180,Buffalo State College,1948-12-12
SMITHRE01,Reggie,Smith,F,1992,1993,6,10,240,Texas Christian University,1970-08-21
SMITHRO01,Robert,Smith,G,1977,1984,5,11,165,University of Nevada - Las Vegas,1955-03-10
SMITHSA01,Sammy,Smith,F,1967,1970,6,4,200,University of Nevada - Las Vegas,1955-01-08
SMITHSA02,Sam,Smith,G,1978,1979,6,7,230,Kentucky Wesleyan College,1944-01-27
SMITHST01,Steve,Smith,G,1991,2004,6,7,200,Michigan State University,1969-03-31
SMITHST02,Stevin,Smith,G,1996,1996,6,2,208,Arizona State University,1972-01-24
SMITHTO01,Tony,Smith,G,1990,2000,6,3,185,Marquette University,1968-06-14
SMITHTO02,Tom,Smith,G,1951,1951,6,1,165,Saint Peter's College,1927-07-05
SMITHWI01,Willie,Smith,G,1976,1979,6,2,170,University of Missouri,1953-10-26
SMITHCR01,Craig,Smith,F,2006,2009,6,7,272,Boston College,1983-11-10
SMITHST03,Steven,Smith,F,2006,2006,6,9,225,La Salle University,1983-04-12
SMITHJA02,Jason,Smith,F,2007,2009,7,0,240,Colorado State University,1986-03-02
SMITHTH01,Theron,Smith,F,2003,2004,6,8,225,Ball State University,1980-10-03
SMITHBI03,Bill,Smith,F,1961,1961,6,5,190,Saint Peter's College,1939-04-26
SMITHJR01,J.R.,Smith,G,2004,2009,6,6,220,NULL,1985-11-09
SMITHDO05,Donta,Smith,F,2004,2005,6,7,230,Southeastern Illinois Community College,1983-11-27
SMITHJO03,Josh,Smith,F,2004,2009,6,8,220,NULL,1985-12-05
SMITSRI01,Rik,Smits,C,1988,1999,7,4,250,Marist College,1966-08-23
SMREKMI01,Mike,Smrek,C,1985,1991,7,0,250,Canisius College,1962-08-31
SMYTHJO01,Joe,Smyth,F,1953,1953,6,3,215,Niagara University,1929-05-22
SNOWER01,Eric,Snow,G,1995,2007,6,3,190,Michigan State University,1973-04-24
SNYDEDI01,Dick,Snyder,G,1966,1978,6,5,207,Davidson College,1944-02-01
SNYDEKI01,Kirk,Snyder,G,2004,2007,6,6,225,University of Nevada,1983-06-05
SOBEKGE01,George,Sobek,G,1949,1949,6,0,180,University of Notre Dame,1920-02-10
SOBERRI01,Ricky,Sobers,G,1975,1985,6,3,198,University of Nevada - Las Vegas,1953-01-15
SOBIERO01,Ron,Sobie,G,1956,1959,6,3,185,DePaul University,1934-09-21
SOJOUMI01,Mike,Sojourner,C,1974,1976,6,9,225,University of Utah,1953-10-16
SOJOUWI01,Willie,Sojourner,C,1971,1974,6,8,225,Weber State University,1948-09-10
SOLOMWI01,Willie,Solomon,G,2001,2008,6,1,185,Clemson University,1978-07-20
SOMERWI01,Willie,Somerset,G,1965,1968,5,8,170,Duquesne University,1942-03-17
SONGADA01,Darius,Songaila,F,2003,2009,6,9,248,Wake Forest University,1978-02-14
SORENDA01,Dave,Sorenson,F,1970,1972,6,8,225,Ohio State University,1948-07-08
SOVRAGI01,Gino,Sovran,F,1946,1946,6,2,175,University of Detroit Mercy,1924-12-17
SOWPA01,Pape,Sow,F,2004,2006,6,10,250,California State University Fullerton,1981-11-22
SPAINKE01,Ken,Spain,C,1970,1970,6,9,225,University of Houston,1946-10-06
SPANAJI01,Jim,Spanarkel,G,1979,1983,6,5,190,Duke University,1957-06-28
SPANOVA01,Vassilis,Spanoulis,G,2006,2006,6,4,195,NULL,1982-07-08
SPARKDA01,Dan,Sparks,F,1968,1969,6,7.5,200,Weber State University,1945-04-17
SPARRGU01,Guy,Sparrow,F,1957,1959,6,6,218,University of Detroit Mercy,1932-11-02
SPARRRO01,Rory,Sparrow,G,1980,1991,6,2,175,Villanova University,1958-06-12
SPEAROD01,Odie,Spears,F,1948,1956,6,4.5,205,Western Kentucky University,1925-06-26
SPECTAR01,Art,Spector,F,1946,1949,6,4,200,Villanova University,1920-10-17
SPEIGMA01,Marreese,Speights,C,2008,2009,6,10,245,University of Florida,1987-08-04
SPENCAN01,Andre,Spencer,F,1992,1993,6,6,210,Northern Arizona University,1964-07-20
SPENCEL01,Elmore,Spencer,C,1992,1996,7,0,270,University of Nevada - Las Vegas,1969-12-06
SPENCFE01,Felton,Spencer,C,1990,2001,7,0,265,University of Louisville,1968-01-15
SPICELO01,Lou,Spicer,F,1946,1946,6,2,195,Syracuse University,1922-11-12
SPITZCR01,Craig,Spitzer,C,1967,1967,7,0,225,Tulane University,1945-12-18
SPOELAR01,Art,Spoelstra,C,1954,1957,6,9,220,Western Kentucky University,1932-09-11
SPRAGBR01,Bruce,Spraggins,F,1967,1967,6,5,188,Virginia Union University,1940-01-01
SPREWLA01,Latrell,Sprewell,G,1992,2004,6,5,190,University of Alabama,1970-09-08
SPRIGLA01,Larry,Spriggs,F,1981,1985,6,7,230,Howard University,1959-09-08
SPRINJI01,Jim,Springer,C,1948,1948,6,9,235,Canterbury,1926-06-17
SPRUIJI01,Jim,Spruill,F,1948,1948,6,2,225,Rice University,1923-02-26
STACKRY01,Ryan,Stack,F,1998,1999,6,11,215,University of South Carolina,1975-07-24
STACKJE01,Jerry,Stackhouse,G,1995,2009,6,6,218,University of North Carolina,1974-11-05
STACOKE01,Kevin,Stacom,G,1974,1981,6,3,185,Providence College,1951-09-04
STAGGER01,Erv,Staggs,F,1969,1969,6,6,195,Cheyney University of Pennsylvania,1948-01-01
STALLDA01,Dave,Stallworth,F,1965,1974,6,7,200,Wichita State University,1941-12-20
STALLIS01,Isaac,Stallworth,F,1972,1976,6,5,190,University of Kansas,1950-01-18
STANCED01,Ed,Stanczak,F,1949,1950,6,1,185,NULL,1921-08-15
STANSTE01,Terence,Stansbury,G,1984,1986,6,5,170,Temple University,1961-02-27
STARKJO01,John,Starks,G,1988,2001,6,3,180,Oklahoma State University,1965-08-10
STARRKE01,Keith,Starr,G,1976,1976,6,6,190,University of Pittsburgh,1954-03-14
STAVELA01,Larry,Staverman,F,1958,1963,6,7,205,Villa Madonna Academy,1936-10-11
STEELLA01,Larry,Steele,G,1971,1979,6,5,180,University of Kentucky,1949-05-05
STEIGMA01,Matt,Steigenga,F,1996,1996,6,7,225,Michigan State University,1970-03-27
STEPAVL01,Vladimir,Stepania,C,1998,2003,7,0,236,NULL,1976-08-05
STEPHEV01,Everette,Stephens,G,1988,1990,6,2,175,Purdue University,1966-10-21
STEPHJA01,Jack,Stephens,G,1955,1955,6,3,185,University of Notre Dame,1933-05-18
STEPHJO01,Joe,Stephens,F,1996,1999,6,7,210,University of Arkansas at Little Rock,1973-01-28
STEPPBR01,Brook,Steppe,G,1982,1988,6,5,195,Georgia Institute of Technology,1959-11-07
STEVEBA01,Barry,Stevens,G,1992,1992,6,5,195,Iowa State University,1963-01-17
STEVEWA01,Wayne,Stevens,F,1959,1959,6,3,185,University of Cincinnati,1936-06-19
STEVEDE01,Deshawn,Stevenson,G,2000,2009,6,5,210,NULL,1981-04-03
STEWADE01,Dennis,Stewart,F,1970,1970,6,6,220,University of Michigan,1947-04-11
STEWAKE01,Kebu,Stewart,F,1997,1997,6,8,239,California State University Bakersfield,1973-12-19
STEWALA01,Larry,Stewart,F,1991,1996,6,8,220,Coppin State University,1968-09-21
STEWAMI01,Michael,Stewart,C,1997,2004,6,10,230,University of California Berkeley,1975-04-24
STEWANO01,Norm,Stewart,F,1956,1956,6,5,205,University of Missouri,1935-01-20
STIPAST01,Steve,Stipanovich,C,1983,1987,6,11,245,University of Missouri,1960-11-17
STITHBR01,Bryant,Stith,G,1992,2001,6,5,208,University of Virginia,1970-12-10
STITHSA01,Sam,Stith,G,1961,1961,6,2,185,Saint Bonaventure University,1937-07-22
STITHTO01,Tom,Stith,F,1962,1962,6,5,210,Saint Bonaventure University,1939-01-21
STIVRAL01,Alex,Stivrins,F,1985,1992,6,8,220,Colorado University,1962-11-29
STOCKJO01,John,Stockton,G,1984,2002,6,1,170,Gonzaga University,1962-03-26
STOJAPR01,Peja,Stojakovic,F,1998,2008,6,9,220,NULL,1977-06-09
STOKEED01,Ed,Stokes,C,1997,1997,7,0,264,University of Arizona,1971-09-03
STOKEGR01,Greg,Stokes,F,1985,1989,6,10,220,University of Iowa,1963-08-05
STOKEMA01,Maurice,Stokes,F,1955,1957,6,7,232,Saint. Francis University,1933-06-17
STOLKAR01,Art,Stolkey,G,1946,1946,6,1,180,University of Detroit Mercy,1920-10-23
STOLLRA01,Randy,Stoll,C,1967,1967,6,7,235,Washington State University,1945-01-01
STONEGE01,George,Stone,F,1968,1971,6,7,195,Marshall University,1946-02-09
STOREAW01,Awvee,Storey,G,2004,2007,6,6,198,Arizona State University,1977-04-18
STOUDSA01,Salim,Stoudamire,G,2005,2007,6,1,179,University of Arizona,1982-10-11
STOUDDA01,Damon,Stoudamire,G,1995,2007,5,10,171,University of Arizona,1973-09-03
STOUDAM01,Amare,Stoudemire,F,2002,2009,6,10,245,NULL,1982-11-16
STOVAPA01,Paul,Stovall,F,1972,1973,6,4,215,Arizona State University,1948-08-16
STRAWDJ01,DJ,Strawberry,G,2007,2007,6,5,204,University of Maryland,1985-06-15
STRAWJO01,Joe,Strawder,C,1965,1967,6,10,235,Bradley University,1940-09-21
STRICBI01,Bill,Stricker,F,1970,1970,6,8.5,210,Pacific University,1948-01-22
STRICER01,Erick,Strickland,G,1996,2004,6,3,210,University of Nebraska,1973-11-25
STRICMA01,Mark,Strickland,F,1994,2002,6,9,210,Temple University,1970-07-14
STRICRO01,Rod,Strickland,G,1988,2004,6,3,175,DePaul University,1966-07-11
STRICRO02,Roger,Strickland,F,1963,1963,6,5,200,Jacksonville University,1940-09-04
STROEJO01,John,Stroeder,F,1987,1988,6,10,260,University of Montana,1958-07-24
STRONDE01,Derek,Strong,F,1991,2000,6,8,220,Xavier University,1968-02-09
STROTLA01,Lamont,Strothers,G,1991,1992,6,4,190,Christopher Newport University,1968-05-10
STROUJO01,John,Stroud,F,1980,1980,6,7,215,University of Mississippi,1957-10-29
STROURE01,Red,Stroud,G,1967,1967,6,0,160,Mississippi State University,1941-05-02
STUCKRO01,Rodney,Stuckey,G,2007,2009,6,5,205,Eastern Washington University,1986-04-21
STUMPGE01,Gene,Stump,F,1947,1949,6,2,185,DePaul University,1923-11-13
STUTZST01,Stan,Stutz,G,1946,1948,5,10,170,University of Rhode Island,1920-04-14
SUITEGA01,Gary,Suiter,C,1970,1970,6,9,225,Midwestern State University,1945-01-18
SUMMEDA01,DaJuan,Summers,F,2009,2009,6,8,240,Georgetown,1988-01-24
SUMPTBA01,Barry,Sumpter,F,1988,1988,6,11,215,Austin Peay State University,1965-11-11
SUNDEDO01,Don,Sunderlage,G,1953,1954,6,1,180,University of Illinois,1929-12-20
SUNDOBR01,Bruno,Sundov,C,1998,2004,7,2,220,NULL,1980-02-10
SUNDVJO01,Jon,Sundvold,G,1983,1991,6,2,170,University of Missouri,1961-07-02
SURABO01,Bob,Sura,G,1995,2004,6,5,200,Florida State University,1973-03-25
SURHODI01,Dick,Surhoff,F,1952,1953,6,4,210,Long Island University,1929-11-16
SUTORGE01,George,Sutor,C,1967,1969,6,8,235,La Salle University,1943-09-14
SUTTLDA01,Dane,Suttle,G,1983,1984,6,3,190,Pepperdine University,1961-08-09
SUTTOGR01,Greg,Sutton,G,1991,1995,6,2,170,Oral Roberts University,1967-12-03
SWAGEKE01,Keith,Swagerty,F,1968,1969,6,7,235,Pacific University,1945-10-30
SWAINBE01,Bennie,Swain,F,1958,1958,6,8,220,Texas Southern University,1933-12-16
SWANSNO01,Norm,Swanson,F,1953,1953,6,6,210,University of Detroit Mercy,1930-10-04
SWARTDA01,Dan,Swartz,F,1962,1962,6,4,215,Morehead State University,1934-12-23
SWEETMI01,Mike,Sweetney,F,2003,2006,6,8,260,Georgetown University,1982-10-25
SWIFTRO01,Robert,Swift,C,2004,2008,7,1,245,NULL,1985-12-03
SWIFTSK01,Skeeter,Swift,G,1969,1973,6,3,204,East Tennessee State University,1946-06-19
SWIFTST01,Stromile,Swift,C,2000,2008,6,10,220,Louisiana State University,1979-11-21
SWINSAA01,Aaron,Swinson,F,1994,1994,6,5,230,Auburn University,1971-01-09
SYDNOWA01,Wallace,Sydnor,G,1946,1946,5,10,175,Western Kentucky University,1921-09-19
SYKESLA01,Larry,Sykes,F,1995,1995,6,9,255,Xavier University,1973-04-11
SZABOBR01,Brett,Szabo,C,1996,1996,6,11,230,Augustana College (SD),1968-02-01
SZCZEWA01,Wally,Szczerbiak,F,1999,2008,6,7,244,Miami University,1977-03-05
SZCZEWA02,Walt,Szczerbiak,F,1971,1971,6,6,210,George Washington University,1949-08-21
TABAKZA01,Zan,Tabak,C,1994,2000,7,0,245,NULL,1970-06-15
TABUSYU01,Yuta,Tabuse,G,2004,2004,5,9,165,University of Hawaii,1980-10-05
TAFTCH01,Chris,Taft,F,2005,2005,6,10,260,University of Pittsburgh,1985-03-10
TANNESI01,Sid,Tannenbaum,G,1947,1948,6,0,160,New York University,1925-10-08
TARLADR01,Dragan,Tarlac,C,2000,2000,6,10,260,NULL,1973-05-09
TARPLRO01,Roy,Tarpley,F,1986,1994,6,11,230,University of Michigan,1964-11-28
TARTLA01,Levern,Tart,G,1967,1970,6,2,195,Bradley University,1942-06-01
TATUMEA01,Earl,Tatum,G,1976,1979,6,4.5,185,Marquette University,1953-07-26
TAYLOAN01,Anthony,Taylor,G,1988,1988,6,4,175,University of Oregon,1965-11-30
TAYLOBR01,Brian,Taylor,G,1972,1981,6,2,185,Princeton University,1951-06-09
TAYLOFA01,Fatty,Taylor,G,1969,1975,NULL,NULL,NULL,NULL,NULL
TAYLOFR01,Fred,Taylor,G,1970,1971,6,5,180,University of Texas - Pan American,1948-02-05
TAYLOJA01,Jay,Taylor,F,1989,1989,6,3,190,Eastern Illinois University,1967-10-03
TAYLOJE01,Jeff,Taylor,G,1982,1986,6,4,175,Texas Tech University,1960-01-01
TAYLOJO01,Johnny,Taylor,F,1997,1999,6,9,220,University of Tennessee at Chattanooga,1974-06-04
TAYLOLE01,Leonard,Taylor,F,1989,1989,6,8,220,University of California Berkeley,1966-05-02
TAYLOMA01,Maurice,Taylor,F,1997,2006,6,9,260,University of Michigan,1976-10-30
TAYLOOL01,Ollie,Taylor,G,1970,1973,6,2,194,University of Houston,1947-03-07
